candidateId,sourcePdf,sourcePage,matchType,existingQuestionIds,disposition,recommendedFollowUpGroup,questionTextEs
categoriab_2019_questions-153,categoriab.pdf,47,question_text_only,b-fallback-119,ambiguous,manual_review_ambiguous_2019_variants,"La señalización transitoria se encuentra como prioridad normativa sobre los semáforos, si es que modifica el régimen normal de uso de la vía."
categoriab_2019_questions-154,categoriab.pdf,48,exact_spanish_tuple,b-fallback-394,duplicate,,"Si al conducir un vehículo se encuentra en una intersección con esta señalización intermitente, ¿qué actitud debe tomar?"
categoriab_2019_questions-155,categoriab.pdf,48,exact_spanish_tuple,b-fallback-063,duplicate,,"Si al conducir un vehículo se encuentra en una intersección con esta señalización intermitente, ¿qué actitud debe tomar?"
categoriab_2019_questions-156,categoriab.pdf,49,exact_spanish_tuple,b-fallback-312,duplicate,,"Frente a esta situación, ¿qué debe hacer el conductor del vehículo señalado con el círculo rojo?"
categoriab_2019_questions-157,categoriab.pdf,49,exact_spanish_tuple,b-fallback-100,duplicate,,"Cuando un semáforo cambia de luz roja a verde, está habilitando a reiniciar la marcha; no obstante ello, ¿qué precauciones se deben adoptar?"
categoriab_2019_questions-158,categoriab.pdf,49,exact_spanish_tuple,b-fallback-415,duplicate,,"Una indicación puede estar expresada con una señal vertical o con una demarcación horizontal, ya que ambas tienen el mismo significado y orden jerárquico."
categoriab_2019_questions-159,categoriab.pdf,50,exact_spanish_tuple,b-fallback-188,duplicate,,¿Qué indica esta demarcación amarilla en la calzada?
categoriab_2019_questions-160,categoriab.pdf,50,exact_spanish_tuple,b-fallback-356,duplicate,,"En materia de señalamiento horizontal, ¿qué se entiende por “isleta”?"
categoriab_2019_questions-161,categoriab.pdf,50,exact_spanish_tuple,b-fallback-361,duplicate,,¿Qué significa esta demarcación amarilla en la calzada?
categoriab_2019_questions-162,categoriab.pdf,51,exact_spanish_tuple,b-fallback-457,duplicate,,"En la siguiente imagen, ¿qué indican las líneas centrales de la calzada señaladas?"
categoriab_2019_questions-163,categoriab.pdf,51,exact_spanish_tuple,b-fallback-341,duplicate,,"Según la Ley Nº 2148, ¿qué indica la siguiente demarcación horizontal?"
categoriab_2019_questions-164,categoriab.pdf,52,exact_spanish_tuple,b-fallback-280,duplicate,,"Según la Ley N° 2148, ¿qué indica un cordón pintado de este color?"
categoriab_2019_questions-165,categoriab.pdf,52,exact_spanish_tuple,b-fallback-362,duplicate,,"Según la Ley Nº 2148, ¿qué indica la siguiente demarcación horizontal?"
categoriab_2019_questions-166,categoriab.pdf,53,exact_spanish_tuple,b-fallback-306,duplicate,,¿Cuál es la importancia del color de las señales viales?
categoriab_2019_questions-167,categoriab.pdf,53,exact_spanish_tuple,b-fallback-161,duplicate,,¿Cuáles son las señales preventivas?
categoriab_2019_questions-168,categoriab.pdf,53,exact_spanish_tuple,b-fallback-021,duplicate,,¿Qué indican las señales reglamentarias?
categoriab_2019_questions-169,categoriab.pdf,53,exact_spanish_tuple,b-fallback-169,duplicate,,¿Cuál de estas señales comunica “Prevención”?
categoriab_2019_questions-170,categoriab.pdf,53,question_text_only,b-fallback-324,ambiguous,manual_review_ambiguous_2019_variants,¿De qué color es la cartelería de Permitido Estacionar?
categoriab_2019_questions-171,categoriab.pdf,54,exact_spanish_tuple,b-fallback-080,duplicate,,¿Cuál de estas señales es Reglamentaria?
categoriab_2019_questions-172,categoriab.pdf,54,exact_spanish_tuple,b-fallback-225,duplicate,,¿Cuál de estas señales es una señal reglamentaria?
categoriab_2019_questions-173,categoriab.pdf,54,exact_spanish_tuple,b-fallback-348,duplicate,,¿Cuál de estas señales es Informativa?
categoriab_2019_questions-174,categoriab.pdf,55,exact_spanish_tuple,b-fallback-383,duplicate,,Indique qué tipo de señal es la que a continuación se muestra:
categoriab_2019_questions-175,categoriab.pdf,55,exact_spanish_tuple,b-fallback-129,duplicate,,"¿Cuál de las siguientes imágenes, por forma y color, corresponde a la señal indicativa de una rotonda o pendiente pronunciada?"
categoriab_2019_questions-176,categoriab.pdf,55,exact_spanish_tuple,b-fallback-220,duplicate,,"¿Cuál de las siguientes imágenes, por forma y color, corresponde a la señal indicativa de estar próximo a una zona afectada por obras?"
categoriab_2019_questions-177,categoriab.pdf,56,exact_spanish_tuple,b-fallback-017;b-fallback-133,duplicate,,"Frente a la siguiente situación de emergencia, ¿qué deben hacer los conductores que circulen en su proximidad?"
categoriab_2019_questions-178,categoriab.pdf,56,exact_spanish_tuple,b-fallback-216,duplicate,,El siguiente símbolo indica que se trata de un carril que debe ser liberado cuando se aproxima un vehículo en emergencia.
categoriab_2019_questions-179,categoriab.pdf,57,exact_spanish_tuple,b-fallback-268,duplicate,,"Frente a la siguiente situación de emergencia, ¿hacia qué sector es recomendable que se aparten los vehículos de la imagen para facilitar el paso a la ambulancia?"
categoriab_2019_questions-180,categoriab.pdf,57,exact_spanish_tuple,b-fallback-319,duplicate,,"Frente a la siguiente situación de emergencia, ¿hacia qué sector es recomendable que se aparten los vehículos de la imagen para facilitar el paso a la ambulancia?"
categoriab_2019_questions-181,categoriab.pdf,58,exact_spanish_tuple,b-fallback-017;b-fallback-133,duplicate,,"Frente a la siguiente situación de emergencia, ¿qué deben hacer los conductores que circulen en su proximidad?"
categoriab_2019_questions-182,categoriab.pdf,58,exact_spanish_tuple,b-fallback-093,duplicate,,"Ud. se encuentra frente a la siguiente situación donde el conductor toca repetidamente la bocina, ¿qué debe hacer si se encuentra conduciendo en su proximidad?"
categoriab_2019_questions-183,categoriab.pdf,59,exact_spanish_tuple,b-fallback-186,duplicate,,"En esta intersección sin semáforos, donde el conductor del vehículo realiza un giro a la derecha, ¿quién tiene prioridad de paso?"
categoriab_2019_questions-184,categoriab.pdf,59,exact_spanish_tuple,b-fallback-357,duplicate,,"En un cruce de dos calles sin semáforo, frente a la siguiente situación, ¿quién tiene prioridad de paso?"
categoriab_2019_questions-185,categoriab.pdf,60,exact_spanish_tuple,b-fallback-085,duplicate,,"En un cruce de dos calles sin semáforo, frente a la siguiente situación, ¿quién tiene prioridad de paso?"
categoriab_2019_questions-186,categoriab.pdf,60,exact_spanish_tuple,b-fallback-053,duplicate,,¿Quién tiene prioridad de paso en el cruce de estas dos calles?
categoriab_2019_questions-187,categoriab.pdf,61,exact_spanish_tuple,b-fallback-264,duplicate,,¿Quién tiene prioridad de paso en el cruce de estas dos calles?
categoriab_2019_questions-188,categoriab.pdf,61,exact_spanish_tuple,b-fallback-372,duplicate,,¿Qué vehículo tiene prioridad de paso en esta intersección sin semáforo?
categoriab_2019_questions-189,categoriab.pdf,62,exact_spanish_tuple,b-fallback-459,duplicate,,"Al conducir un vehículo y llegar a esta intersección, ¿cómo debe proceder frente a esta señal?"
categoriab_2019_questions-190,categoriab.pdf,62,exact_spanish_tuple,b-fallback-318,duplicate,,"Como conductor de un vehículo, ¿cómo debe proceder frente a esta señal horizontal?"
categoriab_2019_questions-191,categoriab.pdf,63,exact_spanish_tuple,b-fallback-076,duplicate,,Estas señales son las únicas que indican que se pierde la prioridad de paso en una bocacalle sin semáforo.
categoriab_2019_questions-192,categoriab.pdf,63,exact_spanish_tuple,b-fallback-131,duplicate,,"De acuerdo a la Ley N° 2148, en encrucijadas sin semáforos, ¿cuál es el orden de prioridad de paso según el tipo de arteria?"
categoriab_2019_questions-193,categoriab.pdf,63,exact_spanish_tuple,b-fallback-009,duplicate,,"Como norma de carácter general, ¿quién tiene prioridad de paso en una encrucijada sin semáforos?"
categoriab_2019_questions-194,categoriab.pdf,63,exact_spanish_tuple,b-fallback-116,duplicate,,"En la siguiente situación, ¿a quién le corresponde la prioridad de paso?"
categoriab_2019_questions-195,categoriab.pdf,64,exact_spanish_tuple,b-fallback-070,duplicate,,"Frente a esta situación de obstrucción de vía, ¿qué debe hacer el conductor del vehículo señalado?"
categoriab_2019_questions-196,categoriab.pdf,64,exact_spanish_tuple,b-fallback-281,duplicate,,"En la siguiente situación, ¿a quién le corresponde la prioridad de paso?"
categoriab_2019_questions-197,categoriab.pdf,65,exact_spanish_tuple,b-fallback-178,duplicate,,¿Quién tiene prioridad de paso en una rotonda?
categoriab_2019_questions-198,categoriab.pdf,65,exact_spanish_tuple,b-fallback-088,duplicate,,"En esta situación, donde hay una calzada circular, ¿quién tiene la prioridad de paso?"
categoriab_2019_questions-199,categoriab.pdf,65,exact_spanish_tuple,b-fallback-213,duplicate,,"Como norma general, en una arteria de doble circulación, con pendiente pronunciada y con un ancho que no permite la circulación simultánea de dos vehículos, ¿quién tiene la prioridad de paso?"
categoriab_2019_questions-200,categoriab.pdf,66,exact_spanish_tuple,b-fallback-430,duplicate,,"En esta pendiente estrecha, ¿cuál de los dos vehículos tiene prioridad de paso?"
categoriab_2019_questions-201,categoriab.pdf,66,exact_spanish_tuple,b-fallback-031,duplicate,,¿Cuándo se debe ceder el paso a los vehículos que desean incorporarse al tránsito desde el lugar donde estaban estacionados o desde un garaje?
categoriab_2019_questions-202,categoriab.pdf,66,exact_spanish_tuple,b-fallback-389,duplicate,,"El vehículo señalizado quiere incorporarse al tránsito, ¿tiene prioridad de paso sobre los otros vehículos que están circulando por esta arteria?"
categoriab_2019_questions-203,categoriab.pdf,67,exact_spanish_tuple,b-fallback-440,duplicate,,"El vehículo señalizado quiere incorporarse al tránsito, ¿tiene prioridad de paso sobre los otros vehículos que están detenidos en la arteria?"
categoriab_2019_questions-204,categoriab.pdf,67,exact_spanish_tuple,b-fallback-170,duplicate,,"En la siguiente situación, ¿el vehículo B puede sobrepasar al vehículo A?"
categoriab_2019_questions-205,categoriab.pdf,68,exact_spanish_tuple,b-fallback-418,duplicate,,¿Cuáles de los siguientes vehículos NO se encuentran en infracción?
categoriab_2019_questions-206,categoriab.pdf,68,exact_spanish_tuple,b-fallback-165,duplicate,,"El vehículo A pretende cambiar de carril hacia su derecha, ¿cuál de los dos vehículos tiene prioridad?"
categoriab_2019_questions-207,categoriab.pdf,69,exact_spanish_tuple,b-fallback-148,duplicate,,"En este tipo de arteria, ¿quién tiene prioridad cuando se desea realizar un cambio de carril?"
categoriab_2019_questions-208,categoriab.pdf,69,exact_spanish_tuple,b-fallback-179,duplicate,,Es obligatorio al finalizar un adelantamiento...
categoriab_2019_questions-209,categoriab.pdf,69,exact_spanish_tuple,b-fallback-400,duplicate,,"¿Cuál de estos carriles es el llamado """"carril de sobrepaso""""?"
categoriab_2019_questions-210,categoriab.pdf,70,exact_spanish_tuple,b-fallback-012,duplicate,,"El vehículo, que circula por el carril destinado al tránsito lento, no puede abandonarlo para sobrepasar a otro vehículo que transita más lento."
categoriab_2019_questions-211,categoriab.pdf,70,exact_spanish_tuple,b-fallback-325,duplicate,,"El conductor del vehículo A quiere volver rápidamente al carril derecho porque ve ante él una situación de peligro, ¿qué debe hacer el conductor del vehículo B?"
categoriab_2019_questions-212,categoriab.pdf,70,exact_spanish_tuple,b-fallback-333,duplicate,,En este tramo de la vía no se puede realizar un sobrepaso
categoriab_2019_questions-213,categoriab.pdf,71,exact_spanish_tuple,b-fallback-261,duplicate,,"Al advertir que está por ser sobrepasado, ¿cuál debería ser su actitud?"
categoriab_2019_questions-214,categoriab.pdf,71,exact_spanish_tuple,b-fallback-411,duplicate,,¿Está permitido sobrepasar a otro vehículo en este lugar?
categoriab_2019_questions-215,categoriab.pdf,71,exact_spanish_tuple,b-fallback-171,duplicate,,"Cuando varios vehículos circulan encolumnados, ¿cuál de ellos tiene prioridad para realizar el sobrepaso?"
categoriab_2019_questions-216,categoriab.pdf,71,exact_spanish_tuple,b-fallback-176,duplicate,,"Según la Ley N°2148, ¿qué significa el término sobrepaso?"
categoriab_2019_questions-217,categoriab.pdf,71,exact_spanish_tuple,b-fallback-316,duplicate,,¿Qué peligro debe preverse al sobrepasar un colectivo detenido?
categoriab_2019_questions-218,categoriab.pdf,72,exact_spanish_tuple,b-fallback-150,duplicate,,"En esta situación, ¿quién tiene prioridad para realizar el sobrepaso al camión?"
categoriab_2019_questions-219,categoriab.pdf,72,exact_spanish_tuple,b-fallback-139,duplicate,,"Si al llegar a una intersección sin semáforos, se encuentra que el vehículo que está delante suyo está detenido esperando poder doblar hacia la izquierda, ¿qué debe hacer si ud. desea continuar en línea recta?"
categoriab_2019_questions-220,categoriab.pdf,73,exact_spanish_tuple,b-fallback-227,duplicate,,¿Se puede traspasar la siguiente señal horizontal?
categoriab_2019_questions-221,categoriab.pdf,73,exact_spanish_tuple,b-fallback-118,duplicate,,"Como norma general, ¿dónde está prohibido el sobrepaso de un vehículo?"
categoriab_2019_questions-222,categoriab.pdf,73,exact_spanish_tuple,b-fallback-207,duplicate,,"En un túnel, con ambos sentidos de circulación, ¿está permitido sobrepasar a un vehículo?"
categoriab_2019_questions-223,categoriab.pdf,73,exact_spanish_tuple,b-fallback-407,duplicate,,"En una vía de doble sentido de circulación, ¿qué deberá comprobar antes de iniciar un sobrepaso?"
categoriab_2019_questions-224,categoriab.pdf,74,exact_spanish_tuple,b-fallback-331,duplicate,,"En este lugar, ¿está permitido sobrepasar a otro vehículo?"
categoriab_2019_questions-225,categoriab.pdf,74,exact_spanish_tuple,b-fallback-222,duplicate,,"Frente a la demarcación central de la calzada señalada, ¿cuál es la conducta a seguir?"
categoriab_2019_questions-226,categoriab.pdf,75,exact_spanish_tuple,b-fallback-111,duplicate,,¿Qué indica esta demarcación amarilla en la calzada?
categoriab_2019_questions-227,categoriab.pdf,75,exact_spanish_tuple,b-fallback-219,duplicate,,El carril de sobrepaso en una autopista sirve para...
categoriab_2019_questions-228,categoriab.pdf,75,exact_spanish_tuple,b-fallback-336,duplicate,,"¿A qué se denomina ""carril de aceleración""?"
categoriab_2019_questions-229,categoriab.pdf,76,exact_spanish_tuple,b-fallback-197,duplicate,,"El vehículo señalado con un círculo rojo, ¿circula correctamente?"
categoriab_2019_questions-230,categoriab.pdf,76,exact_spanish_tuple,b-fallback-363,duplicate,,"Un vehículo podrá circular por la franja paralela a la calzada, indicada en la imagen, sólo cuando el flujo vehicular esté absolutamente congestionado."
categoriab_2019_questions-231,categoriab.pdf,77,exact_spanish_tuple,b-fallback-326,duplicate,,El vehículo señalizado tiene permitido girar a la izquierda en este cruce que no tiene semáforo.
categoriab_2019_questions-232,categoriab.pdf,77,exact_spanish_tuple,b-fallback-403,duplicate,,"Ud. viene circulando por una avenida de doble mano y al llegar a la bocacalle, precisa girar a la izquierda para tomar una calle de único sentido. De acuerdo a la Ley Nº 2148, ¿en qué condiciones puede efectuar esa maniobra?"
categoriab_2019_questions-233,categoriab.pdf,77,exact_spanish_tuple,b-fallback-147,duplicate,,"En un cruce sin semáforos, un vehículo que se encuentra circulando por una avenida doble mano, tiene permitido girar a su izquierda para tomar una calle de único sentido."
categoriab_2019_questions-234,categoriab.pdf,78,exact_spanish_tuple,b-fallback-340,duplicate,,"De acuerdo a la Ley N° 2148, ¿está permitido realizar el siguiente giro?"
categoriab_2019_questions-235,categoriab.pdf,78,exact_spanish_tuple,b-fallback-191,duplicate,,"De acuerdo a la Ley N° 2148, ¿está permitido realizar este giro?"
categoriab_2019_questions-236,categoriab.pdf,79,exact_spanish_tuple,b-fallback-244,duplicate,,"El vehículo con un círculo de color rojo quería girar a la derecha y, por error continuó en línea recta, de modo que:"
categoriab_2019_questions-237,categoriab.pdf,79,exact_spanish_tuple,b-fallback-420,duplicate,,"Según las normas generales, ¿cuál es la velocidad máxima permitida en esta calle?"
categoriab_2019_questions-238,categoriab.pdf,80,exact_spanish_tuple,b-fallback-449,duplicate,,"Según las normas generales, ¿cuál es la velocidad mínima permitida en esta calle?"
categoriab_2019_questions-239,categoriab.pdf,80,exact_spanish_tuple,b-fallback-236,duplicate,,"Según las normas generales, ¿cuál es la velocidad máxima permitida para un automóvil particular en esta avenida?"
categoriab_2019_questions-240,categoriab.pdf,81,exact_spanish_tuple,b-fallback-032,duplicate,,¿Cuál es la velocidad máxima permitida para un automóvil particular en este tramo de la avenida?
categoriab_2019_questions-241,categoriab.pdf,81,exact_spanish_tuple,b-fallback-289,duplicate,,¿Cuál es la velocidad máxima permitida para automóviles particulares en la Avenida Costanera Rafael Obligado que se visualiza en la imagen?
categoriab_2019_questions-242,categoriab.pdf,82,exact_spanish_tuple,b-fallback-125,duplicate,,¿Cuál es la velocidad máxima permitida para automóviles particulares en este tramo de la Av. Costanera Rafael Obligado?
categoriab_2019_questions-243,categoriab.pdf,82,exact_spanish_tuple,b-fallback-452,duplicate,,"Según la Ley 2148, los límites de velocidad para un automóvil particular que circula por esta arteria son de 30 km/h (mínima) y 60 km/h (máxima)."
categoriab_2019_questions-244,categoriab.pdf,83,exact_spanish_tuple,b-fallback-314,duplicate,,"Según las normas generales, ¿cuál es la velocidad máxima permitida para automóviles particulares en esta zona de la ruta?"
categoriab_2019_questions-245,categoriab.pdf,83,exact_spanish_tuple,b-fallback-026,duplicate,,"Según las normas generales, ¿cuál es la velocidad máxima que puede alcanzar un vehículo, al circular por ruta cuando atraviesa una zona urbana?"
categoriab_2019_questions-246,categoriab.pdf,83,exact_spanish_tuple,b-fallback-439,duplicate,,Al circular por una ruta a la velocidad máxima permitida sólo se está habilitado a superarla en el momento del sobrepaso.
categoriab_2019_questions-247,categoriab.pdf,84,exact_spanish_tuple,b-fallback-267;b-fallback-377,duplicate,,¿Cuál es la velocidad máxima permitida en este tramo de calle?
categoriab_2019_questions-248,categoriab.pdf,84,exact_spanish_tuple,b-fallback-267;b-fallback-377,duplicate,,¿Cuál es la velocidad máxima permitida en este tramo de calle?
categoriab_2019_questions-249,categoriab.pdf,85,exact_spanish_tuple,b-fallback-252,duplicate,,"¿Cuál es la velocidad máxima permitida para automóviles particulares en este tramo de la Av. Gral Roca, por encontrarse cerca de un establecimiento escolar?"
categoriab_2019_questions-250,categoriab.pdf,85,exact_spanish_tuple,b-fallback-381,duplicate,,¿El límite de velocidad máxima de 20 km/h en este tramo de calle se debe respetar sólo en el horario de funcionamiento escolar?
categoriab_2019_questions-251,categoriab.pdf,86,exact_spanish_tuple,b-fallback-315,duplicate,,"Al pretender abandonar una autopista o semiautopista, ¿cuándo se debe reducir la velocidad?"
categoriab_2019_questions-252,categoriab.pdf,86,exact_spanish_tuple,b-fallback-049,duplicate,,"Según Ley N° 2148, ¿cuál es la velocidad máxima permitida para automóviles particulares en los carriles centrales de la Av. Gral. Paz, en el tramo entre Autopista Ingeniero Pascual Palazzo y Av. 27 de Febrero?"
categoriab_2019_questions-253,categoriab.pdf,86,exact_spanish_tuple,b-fallback-398,duplicate,,"¿Cuál es la velocidad máxima permitida para un automóvil particular en Av. Intendente Cantilo, salvo señalización que indique otra velocidad?"
categoriab_2019_questions-254,categoriab.pdf,86,exact_spanish_tuple,b-fallback-144,duplicate,,"Según la Ley Nacional N° 24.449, ¿cuál es la velocidad máxima permitida para automóviles particulares en semiautopistas?"
categoriab_2019_questions-255,categoriab.pdf,86,exact_spanish_tuple,b-fallback-254,duplicate,,"Según la Ley Nacional N º 24.449, en carácter general, ¿cuál es la velocidad mínima permitida en las semiautopistas?"
categoriab_2019_questions-256,categoriab.pdf,86,exact_spanish_tuple,b-fallback-208,duplicate,,¿Qué se conoce como velocidad precautoria?
categoriab_2019_questions-257,categoriab.pdf,87,exact_spanish_tuple,b-fallback-387,duplicate,,"En este cruce de dos calles sin semáforos, ¿cuál es el límite superior de la velocidad precautoria establecida por ley?"
categoriab_2019_questions-258,categoriab.pdf,87,exact_spanish_tuple,b-fallback-233,duplicate,,"Según la Ley N° 2148, ¿cuál es la velocidad precautoria frente a establecimientos escolares durante los horarios de ingreso y egreso?"
categoriab_2019_questions-259,categoriab.pdf,87,exact_spanish_tuple,b-fallback-158,duplicate,,"Según la Ley N° 2148, ¿cuál es el límite superior de la velocidad precautoria en un paso nivel?"
categoriab_2019_questions-260,categoriab.pdf,88,exact_spanish_tuple,b-fallback-370,duplicate,,"Los vehículos que circulan por la siguiente avenida, al llegar a esta bocacalle sin semáforos, ¿cuál es el límite superior de velocidad precautoria que deben respetar?"
categoriab_2019_questions-261,categoriab.pdf,88,exact_spanish_tuple,b-fallback-451,duplicate,,¿A qué se denomina “distancia de seguridad”?
categoriab_2019_questions-262,categoriab.pdf,88,exact_spanish_tuple,b-fallback-005,duplicate,,¿Cuál es la “distancia mínima de seguridad” a la que debe circular el vehículo A con respecto al B?
categoriab_2019_questions-263,categoriab.pdf,89,exact_spanish_tuple,b-fallback-278,duplicate,,¿A qué se denomina “tiempo de reacción”?
categoriab_2019_questions-264,categoriab.pdf,89,exact_spanish_tuple,b-fallback-342,duplicate,,"¿A qué se denomina ""distancia de reacción""?"
categoriab_2019_questions-265,categoriab.pdf,89,exact_spanish_tuple,b-fallback-266,duplicate,,Circular por debajo del límite mínimo de velocidad puede causar incidentes.
categoriab_2019_questions-266,categoriab.pdf,89,exact_spanish_tuple,b-fallback-041,duplicate,,¿Qué relación existe entre la velocidad y el campo visual del conductor?
categoriab_2019_questions-267,categoriab.pdf,89,exact_spanish_tuple,b-fallback-196,duplicate,,Los excesos de velocidad...
categoriab_2019_questions-268,categoriab.pdf,89,exact_spanish_tuple,b-fallback-443,duplicate,,"Circular a velocidad constante y dentro de los límites establecidos por la Ley, además de minimizar las posibilidades de provocar un siniestro vial, puede optimizar el consumo de combustible en un vehículo."
categoriab_2019_questions-269,categoriab.pdf,89,exact_spanish_tuple,b-fallback-095,duplicate,,Circular a mayor velocidad de la precautoria implica que aumenten las posibilidades de que un siniestro vial sea más grave.
categoriab_2019_questions-270,categoriab.pdf,90,exact_spanish_tuple,b-fallback-414,duplicate,,¿Cuál es la manera más adecuada de conducir un vehículo en este tramo de la ruta?
categoriab_2019_questions-271,categoriab.pdf,90,exact_spanish_tuple,b-fallback-346,duplicate,,"Si al circular por ruta, el vehículo sale involuntariamente de la calzada, es recomendable:"
categoriab_2019_questions-272,categoriab.pdf,90,exact_spanish_tuple,b-fallback-410,duplicate,,"Si ve esta señal mientras conduce, usted debe…"
categoriab_2019_questions-273,categoriab.pdf,91,exact_spanish_tuple,b-fallback-190,duplicate,,"Si al circular en ruta se encuentra con esta señal, ¿qué conducta debe seguir?"
categoriab_2019_questions-274,categoriab.pdf,91,exact_spanish_tuple,b-fallback-019,duplicate,,¿El vehículo de la imagen se encuentra en infracción?
categoriab_2019_questions-275,categoriab.pdf,92,exact_spanish_tuple,b-fallback-396,duplicate,,¿Es correcto estacionar el vehículo de esta manera?
categoriab_2019_questions-276,categoriab.pdf,92,exact_spanish_tuple,b-fallback-308,duplicate,,"El vehículo con la oblea universal de discapacidad que se muestra en esta imagen, ¿se encuentra en infracción?"
categoriab_2019_questions-277,categoriab.pdf,93,exact_spanish_tuple,b-fallback-109,duplicate,,Un vehículo con emblema internacional para personas con discapacidad puede ser remitido en algunos casos.
categoriab_2019_questions-278,categoriab.pdf,93,exact_spanish_tuple,b-fallback-413,duplicate,,¿Es correcta la detención del vehículo en este sector?
categoriab_2019_questions-279,categoriab.pdf,93,exact_spanish_tuple,b-fallback-221,duplicate,,¿Qué línea debe tomarse de referencia cuando se detiene o estaciona en proximidad de una esquina?
categoriab_2019_questions-280,categoriab.pdf,94,exact_spanish_tuple,b-fallback-028,duplicate,,"Como norma general, ¿qué distancia debe dejarse libre cuando se va a estacionar frente a este tipo de instituciones?"
categoriab_2019_questions-281,categoriab.pdf,94,exact_spanish_tuple,b-fallback-412,duplicate,,"Para poder estacionar en esta zona, se deben dejar libre al menos de 5 metros para cada lado de la entrada."
categoriab_2019_questions-282,categoriab.pdf,95,exact_spanish_tuple,b-fallback-045,duplicate,,"Como norma general, frente a esta señal, ¿está permitido detenerse para el ascenso o descenso de pasajeros?"
categoriab_2019_questions-283,categoriab.pdf,95,exact_spanish_tuple,b-fallback-121,duplicate,,"En estas zonas, está permitido estacionar a partir de los 20 metros para cada lado."
categoriab_2019_questions-284,categoriab.pdf,96,exact_spanish_tuple,b-fallback-079,duplicate,,"La Ley Nº 2148 establece como norma general que en avenidas de este tipo, está prohibido estacionar vehículos…"
categoriab_2019_questions-285,categoriab.pdf,96,exact_spanish_tuple,b-fallback-010,duplicate,,"La Ley Nº 2148 establece como norma general que en avenidas de este tipo, está prohibido estacionar vehículos…"
categoriab_2019_questions-286,categoriab.pdf,97,exact_spanish_tuple,b-fallback-074,duplicate,,La Ley Nº 2148 establece como norma general que en este tipo de calles está prohibido estacionar vehículos...
categoriab_2019_questions-287,categoriab.pdf,97,exact_spanish_tuple,b-fallback-087,duplicate,,"En el siguiente espacio, se encuentra permitido detenerse pero no estacionar."
categoriab_2019_questions-288,categoriab.pdf,98,exact_spanish_tuple,b-fallback-097,duplicate,,"En la presente situación, el vehículo señalado no se encuentra en infracción si..."
categoriab_2019_questions-289,categoriab.pdf,98,exact_spanish_tuple,b-fallback-015,duplicate,,"Encender las balizas permite detenerse en doble fila por un lapso de tiempo, entre 2 y 5 minutos."
categoriab_2019_questions-290,categoriab.pdf,98,exact_spanish_tuple,b-fallback-051,duplicate,,"La Ley N° 2148 establece como norma general la prohibición de detenerse de la siguiente forma, excepto:"
categoriab_2019_questions-291,categoriab.pdf,99,exact_spanish_tuple,b-fallback-039,duplicate,,¿Está permitida la acción que se presenta en la siguiente imagen?
categoriab_2019_questions-292,categoriab.pdf,99,exact_spanish_tuple,b-fallback-089,duplicate,,"Si va a detenerse o estacionar en las cercanías de esta esquina, ¿dónde sería correcto hacerlo?"
categoriab_2019_questions-293,categoriab.pdf,100,exact_spanish_tuple,b-fallback-016,duplicate,,"Según la Ley Nº 24.449, en el caso de detener un vehículo en esta zona, ¿cuál es la distancia mínima que se debe mantener?"
categoriab_2019_questions-294,categoriab.pdf,100,exact_spanish_tuple,b-fallback-249,duplicate,,¿Este vehículo se encuentra bien estacionado?
categoriab_2019_questions-295,categoriab.pdf,101,exact_spanish_tuple,b-fallback-248;b-fallback-402,duplicate,,¿Qué precauciones se deben tener al dejar estacionado un vehículo en esta situación?
categoriab_2019_questions-296,categoriab.pdf,101,exact_spanish_tuple,b-fallback-248;b-fallback-402,duplicate,,¿Qué precauciones se deben tener al dejar estacionado un vehículo en esta situación?
categoriab_2019_questions-297,categoriab.pdf,102,exact_spanish_tuple,b-fallback-211,duplicate,,¿Se está habilitado a detener un vehículo en este lugar?
categoriab_2019_questions-298,categoriab.pdf,102,exact_spanish_tuple,b-fallback-043,duplicate,,¿Está permitido circular marcha atrás en la Ciudad de Buenos Aires?
categoriab_2019_questions-299,categoriab.pdf,102,exact_spanish_tuple,b-fallback-271,duplicate,,"Cuando un conductor realiza marcha atrás, ¿qué distancia puede recorrer?"
categoriab_2019_questions-300,categoriab.pdf,103,exact_spanish_tuple,b-fallback-192,duplicate,,"Si el vehículo que lo precede, circula con estas luces intermitentes encendidas, ¿qué podría estar indicando el conductor?"
categoriab_2019_questions-301,categoriab.pdf,103,exact_spanish_tuple,b-fallback-181,duplicate,,¿Qué indica el uso de este tipo de luces?
categoriab_2019_questions-302,categoriab.pdf,104,exact_spanish_tuple,b-fallback-378,duplicate,,"Si el vehículo de la imagen se dispone a ingresar a un garaje, está anticipando su maniobra, utilizando las luces correctas."
categoriab_2019_questions-303,categoriab.pdf,104,exact_spanish_tuple,b-fallback-442,duplicate,,"Si el vehículo de la imagen se dispone a ingresar a un garaje ubicado a su derecha, está anticipando su maniobra utilizando las luces correctas."
categoriab_2019_questions-304,categoriab.pdf,104,exact_spanish_tuple,b-fallback-232,duplicate,,"El ingreso hacia un garaje o estacionamiento, ¿cómo debe ser indicado por el conductor?"
categoriab_2019_questions-305,categoriab.pdf,105,exact_spanish_tuple,b-fallback-002,duplicate,,¿Son válidas este tipo de señas?
